HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
WISEA J001514.76-081116.5,0.021048,2019nyk,II,8.468999138,0.13,17.1933,0.0224,17.453,0.045,16.94980049,0.00524,17.51440048,0.00456,16.31550026,0.005066,16.00329971,0.007829,16.13190079,0.015613,---,---,---,---,---,---,15.141,0.038,14.973,0.082
AM 2105-433,0.044277,2019nyr,Ia,4.6,0.053,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.312,0.194,15.681,0.287,15.254,0.231,13.719,0.027,13.636,0.035
WISEA J205135.38-444933.1,'---,2019nzx,Ia-91T,7.08,0.041,19.5446,0.0692,---,---,---,---,---,---,---,---,---,---,---,---,16.591,0.201,15.025,---,14.701,---,14.047,0.026,13.764,0.038
WISEA J070011.13+325350.5,'---,2019obe,Ia,5.5,0.617,22.2399,0.4117,---,---,16.77009964,0.003457,16.01449966,0.001266,15.62020016,0.002009,15.33080006,0.003498,15.12310028,0.005442,13.934,0.048,13.366,0.067,13.025,0.055,13.305,0.025,13.275,0.033
UGC 12373,0.014353,2019odp,Ic-BL,23.7,0.193,---,---,18.097,0.082,16.93429947,0.005765,16.6840992,0.004253,16.19680023,0.004141,16.11720085,0.006811,16.01950073,0.010739,---,---,---,---,---,---,14.557,0.034,14.384,0.055
ESO 475- G 010,0.039814,2019oez,II,1.146403648,0.077,19.5128,0.1155,---,---,16.27160072,0.004724,15.6789999,0.002849,15.24839973,0.00204,14.95660019,0.002637,14.71409988,0.004881,15.243,0.108,14.318,0.154,13.759,0.092,12.446,0.024,12.325,0.025
LCRS B013124.4-385126,'---,2019ofc,II,6.5,---,17.9935,0.0509,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.35,0.029,14.3,0.043
CGCG 463-044,0.032959,2019oml,Ia,7.5,0.429,18.3321,0.0518,16.832,0.014,15.53919983,0.002283,14.90340042,0.001072,14.54580021,0.001026,14.31140041,0.001381,14.02350044,0.002637,14.682,0.075,14.055,0.105,13.818,0.092,12.326,0.024,12.26,0.024
UGC 03115,0.010857,2019osl,II,12.24215236,1.329,19.2956,0.0875,---,---,15.62889957,0.00165,14.17549992,0.000539,13.11260033,0.000407,12.87909985,0.000751,12.32590008,0.001098,12.89,0.045,12.167,0.072,11.738,0.058,10.519,0.022,10.331,0.02
LCSB S0681O,0.031902,2019oua,IIP,5.1,0.057,17.4912,0.0367,---,---,15.79500008,0.001663,15.48330021,0.00135,15.24810028,0.001065,15.15820026,0.002277,14.89379978,0.004599,15.826,0.154,15.208,0.201,14.79,0.168,13.788,0.034,13.561,0.043
GALEXASC J034601.57-203027.6,'---,2019owu,Ia,0.8,0.113,21.2407,0.4336,---,---,21.1208992,0.058727998,20.5958004,0.049215999,20.75090027,0.066822,20.87739944,0.095331997,21.60140038,0.276466995,---,---,---,---,---,---,---,---,---,---
WISEA J051041.99-183629.8,'---,2019pbp,Ia,6.4,0.053,18.1951,0.0525,---,---,16.22389984,0.001775,15.78219986,0.001316,15.47340012,0.001003,15.19789982,0.002345,15.05970001,0.005216,16.002,0.158,15.294,0.18,14.782,0.153,12.966,0.029,12.755,0.033
WISEA J215036.75+362730.5,'---,2019pdx,Ia,15.54,1.157,---,---,---,---,18.93009949,0.010935,17.66600037,0.005087,17.33189964,0.004643,17.44009972,0.009855,17.85639954,0.026759,---,---,---,---,---,---,15.171,0.039,14.967,0.07
GALEXASC J160121.06+152641.3,'---,2019pe,Ia,1.56,0.057,20.5941,0.1405,20.171,0.097,18.94879913,0.013062,18.5802002,0.010558,18.73040009,0.010728,18.67959976,0.028945001,18.70949936,0.037675001,---,---,---,---,---,---,---,---,---,---
UGC 10166,0.031854,2019pfe,Ia,6.4,0.013,19.0891,0.0886,16.276,0.009,14.27869987,0.000959,13.56359959,0.000519,13.18420029,0.000295,12.9612999,0.000637,12.7045002,0.001257,13.092,0.045,12.427,0.047,12.195,0.048,11.135,0.023,11.193,0.02
WISEA J062833.69+560438.4,'---,2019phj,Ia,7.2,0.553,21.777,0.2904,---,---,---,---,---,---,---,---,---,---,---,---,14.895,0.039,14.586,0.065,14.656,0.104,16.454,0.073,16.602,0.279
WISEA J063504.14+625835.3,0.039754,2019phs,Ia,25.3,0.313,21.246,0.2413,---,---,15.63500023,0.002729,14.67619991,0.001425,14.10709953,0.001291,13.84329987,0.001506,13.54300022,0.004175,16.76,0.161,16.41,---,15.82,0.279,11.547,0.023,11.57,0.023
UGC 11105,0.007418,2019pjs,II,60.70349094,0.385,---,---,---,---,15.85700035,0.003641,14.73989964,0.001828,14.41699982,0.001543,14.66539955,0.003135,14.57740021,0.005338,15.579,---,15.964,0.203,14.701,---,14.08,0.029,14.005,0.04
MCG +05-41-001,0.022654,2019pjv,Ia-91T,45.03380651,0.157,18.2705,0.053,17.351,0.031,16.04170036,0.003051,15.39490032,0.002508,14.88099957,0.001934,14.76200008,0.003174,15.22389984,0.008435,16.517,0.155,15.636,0.147,14.553,---,14.15,0.028,14.04,0.037
KUG 0315-021B,0.022019,2019pmd,Ia,5.1,0.197,17.4676,0.0234,---,---,15.2191,0.000873,14.69270039,0.000578,14.4364996,0.000541,14.29710007,0.000856,14.05560017,0.001856,14.158,0.075,13.635,0.095,13.067,0.074,11.753,0.023,11.627,0.022
WISEA J031525.78-192135.2,0.068077,2019pnk,II,1.5,0.033,18.4038,0.0343,---,---,16.32290077,0.00289,15.9385004,0.001787,15.58110046,0.001021,15.47679996,0.002293,15.27110004,0.005666,15.53,0.146,14.924,0.201,14.411,0.147,12.862,0.023,12.633,0.024
WISEA J084918.89+462252.3,0.041016,2019ppj,Ia,2.4,0.085,18.9083,0.0661,17.276,0.01,15.78180027,0.00128,15.29290009,0.001083,15.0316,0.00075,14.87040043,0.001917,14.69579983,0.003431,14.305,0.044,13.634,0.06,13.38,0.056,12.795,0.025,12.797,0.028
WISEA J093511.34+484308.2,0.024399,2019pqd,Ia,3.980805168,0.033,18.9585,0.0895,18.436,0.027,17.45849991,0.005851,17.10790062,0.004675,16.94939995,0.003467,16.89170074,0.008687,16.82579994,0.015783001,---,---,---,---,---,---,15.169,0.035,15.343,0.091
NGC 5980,0.013649,2019pqo,IIb,12.35,0.061,15.7771,0.0184,14.995,0.007,17.73180008,0.003012,12.61380005,0.000247,12.3203001,0.000239,12.08839989,0.000366,11.80080032,0.000613,12.61,0.049,11.807,0.06,11.299,0.04,10.121,0.022,9.978,0.019
VV 158a,0.034664,2019ptd,Ia,6.3,0,21.1257,0.356,16.731,0.012,14.83360004,0.00122,14.06110001,0.000506,13.66989994,0.00048,13.43599987,0.000585,13.21199989,0.001185,15.579,0.137,14.979,0.176,14.534,0.131,11.318,0.023,11.344,0.021
UGC 02614,0.017519,2019pxo,Ia,5.787115395,0.777,---,---,20.89,0.392,14.06099987,0.000788,13.68309975,0.000545,13.22679996,0.000299,12.87549973,0.00045,12.83619976,0.001797,12.408,0.039,11.808,0.067,11.41,0.044,10.539,0.022,10.553,0.022
NGC 7083,0.010344,2019qar,Ib-pec,10.48212208,0.057,13.997,0.0036,---,---,---,---,---,---,---,---,---,---,---,---,13.196,0.126,12.306,0.141,12.029,0.096,10.237,0.022,10.148,0.02
WISEA J182914.07+410228.6,'---,2019qch,II,5.3,0.277,19.7607,0.1418,---,---,17.0862999,0.003211,16.52009964,0.00325,16.32290077,0.001761,16.30069923,0.006082,16.0984993,0.009429,---,---,---,---,---,---,14.509,0.03,14.427,0.042
WISEA J060344.96-642234.2,'---,2019qem,IIn,1.6,0.145,19.7709,0.1034,---,---,---,---,---,---,---,---,---,---,---,---,16.072,0.148,15.599,0.241,14.927,0.17,15.674,0.031,15.556,0.051
WISEA J160615.30+153854.3,0.039539,2019qia,Ia,2.8,0.061,22.2931,0.3087,18.639,0.027,16.85549927,0.003559,16.09379959,0.002437,15.71389961,0.000764,15.4076004,0.00175,15.26570034,0.003011,15.44,0.131,14.902,0.156,14.485,0.144,13.008,0.024,13.025,0.026
WISEA J035212.04-083027.4,'---,2019qih,Ia,20.1,0.129,18.1072,0.0396,---,---,15.39169979,0.002088,14.88430023,0.001668,14.52750015,0.00119,14.375,0.001993,14.13930035,0.004062,15.079,0.118,14.28,0.144,13.92,0.099,12.732,0.025,12.637,0.026
WISEA J033259.99-024648.4,'---,2019qny,IIn,5.7,0.101,19.3306,0.0872,---,---,17.41349983,0.007029,16.9946003,0.005125,16.74699974,0.004531,16.67760086,0.008493,16.66559982,0.015935,14.761,0.036,14.392,0.053,14.326,0.062,15.196,0.038,15.023,0.077
SDSS J153026.88+364420.1,'---,2019qqm,Ia,0.12,0.045,---,---,---,---,21.1875,0.043747,20.9076004,0.050547,20.53450012,0.041053999,20.78140068,0.096533999,20.35440063,0.163819,---,---,---,---,---,---,---,---,---,---
GALEXASC J145910.42+434905.0,'---,2019qt,IIn,5.7,0.049,18.6393,0.0388,22.758,0.427,17.92259979,0.008113,17.47820091,0.005801,17.46249962,0.005189,17.44659996,0.009046,17.35659981,0.021026,---,---,---,---,---,---,---,---,---,---
WISEA J125125.75+700734.8,'---,2019quv,Ia,10.29351347,0.061,---,---,---,---,15.84150028,0.001814,15.33679962,0.001943,15.0685997,0.001555,15.00109959,0.002546,14.74890041,0.004758,15.958,0.149,14.555,---,15.098,0.17,13.653,0.026,13.482,0.027
UGC 05604,0.01685,2019qyk,Ia,28.86775164,0,16.1128,0.0234,15.341,0.009,14.63490009,0.002071,18.38619995,0.004444,11.99400043,0.000139,13.32629967,0.000986,13.10159969,0.001982,15.413,0.123,14.841,0.147,14.54,0.133,12.996,0.027,13.041,0.03
WISEA J031209.43+672421.6,0.010551,2019rf,SN,27.71375538,---,---,---,---,---,21.91329956,0.085960999,16.72960091,0.004079,19.92790031,0.023599001,14.64150047,0.002337,14.3508997,0.003543,16.246,0.121,15.484,0.13,15.257,0.152,11.983,0.022,11.901,0.023
WISEA J230255.31+082411.0,'---,2019rg,Ia,1.5,0.145,21.0659,0.1882,19.855,0.108,19.34370041,0.015953001,19.08180046,0.013259,18.85980034,0.017894,18.78960037,0.025811,19.05870056,0.067086004,15.903,0.092,15.439,0.103,15.426,0.196,17.217,0.144,16.849,---
UGC 11614,0.027429,2019rhm,Ia,1.1,0.421,19.3586,0.1054,---,---,14.89490032,0.001253,14.00559998,0.00063,13.56579971,0.000604,13.26749992,0.000927,12.96650028,0.001447,12.703,---,12.434,0.054,11.989,0.049,10.963,0.022,10.955,0.02
CGCG 304-003,0.025414,2019rhx,Ia,15.38783594,1.097,---,---,16.859,0.022,14.76109982,0.001372,15.83139992,0.0019,11.93239975,0.000149,12.6164999,0.000659,13.65120029,0.00437,13.984,0.101,13.136,0.092,12.672,0.064,11.141,0.022,11.054,0.02
WISEA J054819.22-162358.3,'---,2019rlx,Ia,11.88,0.229,19.4042,0.0839,---,---,20.92140007,0.032118,20.6779995,0.051945001,20.7208004,0.030944999,17.5692997,0.012966,17.45159912,0.025583001,13.926,0.08,13.181,0.086,12.817,0.068,15.718,0.046,15.587,0.106
2MASX J15381276+3943598,0.02913,2019rmq,Ia,2.4,0.065,17.8669,0.0337,17.399,0.021,16.10919952,0.002558,15.62909985,0.00194,15.43599987,0.002103,15.46220016,0.004058,15.16129971,0.005949,16.554,0.189,15.889,0.196,14.451,---,14.325,0.033,14.216,0.04
NGC 0877,0.013062,2019rn,IIb,38.19957626,0.301,---,---,---,---,12.08110046,0.000066,10.62699986,0.000055,12.90250015,0.000157,13.76420021,0.000672,14.68879986,0.002034,13.073,0.07,12.317,0.085,11.941,0.059,10.312,0.021,10.173,0.02
WISEA J115932.93+571916.7,'---,2019ro,Ia,27.3,0.017,---,---,23.106,0.599,23.79400063,0.310288996,22.50239944,0.171721995,21.40649986,0.086810999,21.2798996,0.128241003,20.29940033,0.161280006,13.834,---,13.22,---,13.33,0.086,17.531,0.147,16.602,0.23
WISEA J011429.29+370258.5,'---,2019roz,Ia,1.2,0.249,---,---,---,---,16.98800087,0.003229,16.27249908,0.002079,15.88840008,0.002946,15.71510029,0.003069,15.50349998,0.006071,16.245,0.085,15.644,0.1,15.234,0.13,13.569,0.024,13.54,0.03
WISEA J104919.21+225849.7,0.031823,2019rpp,Ia,10.8,0,18.7853,0.0756,17.922,0.017,16.87450027,0.002164,16.52300072,0.001887,16.32040024,0.00213,16.2269001,0.004201,16.09970093,0.007097,16.666,0.193,16.089,0.233,14.665,---,14.042,0.026,13.776,0.039
UNC J205529.51+220715.6,'---,2019rpr,Ia,11.7,0.485,---,---,---,---,19.40229988,0.014639,18.86969948,0.012139,18.42709923,0.011866,18.43230057,0.015379,18.71080017,0.038144998,---,---,---,---,---,---,---,---,---,---
2MASX J10171952+3638597,0.033498,2019rrt,Ia,5.7,0,19.859,0.1302,18.253,0.021,16.75169945,0.002892,16.00259972,0.001708,15.68340015,0.001558,15.39589977,0.001594,15.16499996,0.003743,14.909,0.058,14.035,0.066,13.652,0.056,13.08,0.033,12.991,0.038
WISEA J052200.10-071132.9,0.036882,2019rx,Ia,11.4,0.497,---,---,---,---,16.04920006,0.003967,15.35639954,0.002239,15.08699989,0.002581,14.88829994,0.002766,14.65690041,0.005133,15.097,0.09,14.513,0.086,14.086,0.092,13.339,0.027,13.198,0.029
MCG -03-04-038,0.044834,2019rzm,Ia,36.66,0.008,20.5577,0.2266,---,---,14.95149994,0.001966,14.16090012,0.000756,13.76959991,0.000648,13.52270031,0.00088,13.4861002,0.001747,13.588,0.074,13.023,0.095,12.483,0.063,11.574,0.023,11.616,0.022
MRK 1108,0.032649,2019slu,Ia,20.10958615,0.181,16.9526,0.0287,16.174,0.006,15.38070011,0.001026,15.11629963,0.000988,14.78460026,0.001092,14.67990017,0.002005,14.51490021,0.003223,15.083,0.097,13.65,---,13.469,---,12.405,0.024,12.136,0.022
WISEA J163346.28+475824.0,'---,2019snv,Ia,6.8,0.013,---,---,23.633,1.999,23.55610085,0.204824999,21.6909008,0.108047001,21.39010048,0.055847999,21.21380043,0.112322003,21.12050056,0.200240999,15.003,0.08,14.374,0.102,13.926,0.075,16.569,0.057,16.349,0.143
NGC 7081,0.010961,2019sox,II,14.13192855,0.173,15.1981,0.0122,15.066,0.005,13.84189987,0.000551,13.50160027,0.000491,13.22019958,0.000386,13.10859966,0.000902,13.08590031,0.001718,14.078,0.115,13.55,0.159,13.071,0.1,11.369,0.023,11.261,0.02
WISEA J100255.22-061226.8,0.006595,2019spk,II,12.7,0.053,18.8239,0.1392,---,---,22.07839966,0.080141999,17.7859993,0.012671,17.48570061,0.0089,17.96520042,0.017619999,---,---,---,---,---,---,---,---,16.751,0.091,16.005,0.244
WISEA J031341.09+023551.9,'---,2019suf,Ia,5.4,0.221,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.287,0.096,14.728,0.148,14.251,0.119,17.872,0.207,17.068,0.393
VV 516 NED01,0.044164,2019svu,Ia,5.6,0.301,21.1413,0.2738,---,---,16.01009941,0.002159,15.26589966,0.001526,14.83909988,0.000893,14.61149979,0.00196,14.39509964,0.003273,16.171,0.112,14.626,---,14.994,0.152,12.385,0.023,12.384,0.024
ESO 428- G 023,0.010094,2019swh,Ia,32.83495534,---,---,---,---,---,13.67150021,0.001002,13.10980034,0.000821,12.39659977,0.000842,11.91699982,0.000491,11.7421999,0.00087,12.765,0.083,11.826,0.094,11.334,0.067,9.913,0.022,9.511,0.021
WISEA J193030.00-002815.0,0.023886,2019syd,Ia,0.6,---,---,---,---,---,15.7098999,0.002143,14.59379959,0.00091,13.91940022,0.000729,13.58749962,0.000942,13.3217001,0.001696,13.34,0.085,12.41,0.093,11.936,0.056,10.959,0.022,11.003,0.021
ESO 366- G 012,0.033633,2019szv,Ia,15.9,0.477,18.0736,0.0623,---,---,---,---,---,---,---,---,---,---,---,---,15.11,0.144,14.367,0.209,13.795,0.122,12.444,0.023,12.396,0.023
UGC 10976,0.015527,2019tdf,Ia,16.15936727,0.253,16.5595,0.0209,---,---,14.81099987,0.000903,13.81869984,0.000594,13.61089993,0.000486,13.42790031,0.001064,13.7123003,0.003212,14.068,0.079,13.438,0.106,13.092,0.085,11.348,0.024,11.088,0.021
IC 1143,0.021615,2019tfk,Ia,53.70070258,0.193,19.1306,0.0849,---,---,13.77999973,0.000651,12.93120003,0.000554,12.51509953,0.000444,12.23089981,0.000529,12.12230015,0.000831,11.99,0.028,11.149,0.027,10.935,0.027,10.259,0.022,10.301,0.02
ESO 503- G 005,0.013046,2019thi,II,27.38759738,0.233,---,---,---,---,14.99400043,0.001823,14.24030018,0.000963,13.84840012,0.000648,13.64620018,0.001201,13.44089985,0.001879,14.149,0.123,13.445,0.151,12.979,0.096,11.675,0.023,11.758,0.023
WISEA J105716.45-050707.9,0.0237,2019thx,Ia,10.98,0.017,17.5736,0.0223,---,---,16.13229942,0.002423,15.82649994,0.001583,15.67380047,0.001995,15.60960007,0.004329,15.49400043,0.007543,16.666,0.193,16.089,0.233,14.665,---,14.393,0.031,14.182,0.046
NGC 2514,0.016177,2019tls,Ib,24.7,0.049,---,---,15.291,0.008,15.18330002,0.001623,14.2677002,0.000856,16.46960068,0.003245,13.75259972,0.001303,13.72060013,0.002271,15.353,0.152,14.785,0.188,14.554,0.144,12.494,0.024,12.438,0.026
WISEA J003458.62-425732.4,0.054318,2019tpk,Ia,5.2,---,18.7495,0.0482,---,---,---,---,---,---,---,---,---,---,---,---,14.861,0.074,14.105,0.078,13.723,0.08,12.726,0.035,12.532,0.038
NGC 6131,0.016871,2019tqb,Ic,21.47,0,15.66,0.0099,15.115,0.006,13.87539959,0.000834,13.84939957,0.000789,13.53369999,0.00053,17.7140007,0.004201,13.15779972,0.001729,15.377,0.122,14.659,0.153,14.402,0.14,12.318,0.022,12.277,0.023
WISEA J102009.75-030631.3,0.049,2019tqv,Ia,1.8,0.025,20.7208,0.2558,18.743,0.027,16.97839928,0.00276,16.29240036,0.001859,15.92319965,0.001704,15.76889992,0.002161,15.51049995,0.004538,15.096,0.077,14.384,0.086,13.965,0.083,13.419,0.025,13.365,0.033
NGC 3541,0.020928,2019tsf,Ib,36.9,0.109,17.4036,0.0373,---,---,14.74590015,0.001259,13.57339954,0.000601,14.1413002,0.000824,13.92800045,0.001166,12.99100018,0.001618,14.057,0.083,13.482,0.122,12.996,0.075,11.888,0.023,11.96,0.024
UGC 11860,0.010431,2019tua,II,8.460618528,0.241,17.409,0.0343,17.81,0.044,16.57069969,0.004569,16.21969986,0.003484,16.14559937,0.003931,16.18959999,0.007988,16.37249947,0.016473001,---,---,---,---,---,---,15.006,0.035,14.993,0.07
WISEA J115106.28+214602.1,0.025664,2019tvv,Ia,11.8,0.079,21.229,0.3105,19.097,0.047,17.63549995,0.005596,16.97830009,0.004884,16.64599991,0.004178,16.42040062,0.005598,16.33749962,0.010297,15.823,---,15.487,0.165,14.333,---,14.469,0.029,14.321,0.05
CGCG 005-032,0.041476,2019tyg,Ia,4.5,0.141,17.8424,0.0381,16.81,0.012,15.24090004,0.001346,14.51889992,0.000804,14.16619968,0.00069,13.95110035,0.001138,13.61470032,0.001989,14.593,0.136,13.67,0.124,13.071,0.087,11.322,0.023,10.227,0.021
KUG 1120-073,0.022169,2019tyr,Ia,8.9,0.085,16.819,0.0159,15.964,0.008,14.59039974,0.00073,14.06770039,0.000568,13.80539989,0.000523,13.6243,0.000771,13.43830013,0.001595,13.605,0.072,12.963,0.085,12.659,0.073,11.579,0.023,11.488,0.022
IC 0737,0.013656,2019uat,Ia,3.012517906,0.069,18.7702,0.0784,15.93,0.009,14.5145998,0.001046,13.90839958,0.000781,13.62479973,0.000604,13.43490028,0.001072,13.19499969,0.001622,13.258,0.039,12.649,0.045,12.584,0.065,11.326,0.022,10.756,0.02
LCRS B115027.8-054712,0.021835,2019udb,Ia,9.2,0.073,20.3443,0.129,---,---,15.2173996,0.001076,14.53779984,0.000627,14.16829967,0.000671,13.94489956,0.000939,13.76169968,0.001666,13.764,0.068,13.02,0.081,12.682,0.059,11.961,0.024,12.035,0.024
SDSS J125232.87+335413.6,0.043227,2019udz,II,3.1,0.009,19.3306,0.1096,19.252,0.108,18.17029953,0.009499,17.79330063,0.00716,17.68580055,0.007515,17.90279961,0.016089,18.71990013,0.048634,---,---,---,---,---,---,---,---,---,---
WISEA J180534.16+451521.9,'---,2019ugu,Ia,6.3,0.141,18.5164,0.0532,17.941,0.027,16.75489998,0.002127,16.60549927,0.001715,16.23800087,0.001321,15.72819996,0.0049,15.40750027,0.006147,16.484,0.133,16.089,0.202,14.672,---,14.016,0.027,13.771,0.029
WISEA J102849.18-312953.3,0.010377,2019uhm,II,9.4,0.213,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.562,0.071,13.898,0.077,13.529,0.072,13.893,0.028,13.771,0.033
WISEA J014714.00-082745.2,0.051112,2019uhz,Ia,3.9,0.101,20.605,0.1601,18.196,0.027,16.36910057,0.002655,15.53619957,0.001598,15.16740036,0.0009,14.94859982,0.001887,14.71700001,0.002778,15.941,0.102,15.536,0.139,14.93,0.132,12.674,0.024,12.679,0.028
2MASX J19415466-2010042,0.039427,2019ujy,Ia,0.8,0.397,21.6798,0.3069,---,---,16.05360031,0.001667,15.23449993,0.001086,14.75389957,0.000701,14.50899982,0.001528,14.29370022,0.002172,14.128,0.074,13.53,0.104,13.024,0.066,---,---,---,---
UGC 04431,0.030224,2019ulp,Ia,5.28550593,0.145,16.3914,0.0257,15.746,0.012,15.45440006,0.00196,15.00660038,0.001343,14.49880028,0.001301,14.52540016,0.002828,14.25529957,0.005007,15.65,0.131,15.085,0.157,14.607,0.143,13.11,0.025,12.985,0.029
WISEA J235848.17+144429.9,0.027359,2019ult,II,3.1,0.077,18.1716,0.0246,17.759,0.015,17.08650017,0.002764,16.87849998,0.002371,16.77619934,0.002958,16.76280022,0.005898,16.6019001,0.008863,15.249,0.094,14.72,0.112,14.215,0.122,14.87,0.033,14.803,0.068
WISEA J211052.21-161649.0,'---,2019umc,Ia-91T,7.6,0.245,18.9434,0.0752,---,---,17.93799973,0.009372,16.67149925,0.004881,16.1807003,0.002783,16.10090065,0.005869,15.82740021,0.009688,14.333,0.066,13.612,0.069,13.089,0.057,14.244,0.036,14.101,0.059
ESO 533- G 006,0.02345,2019umr,Ia,6.12867564,0,16.5575,0.0195,---,---,14.36660004,0.000916,13.77260017,0.000649,13.64599991,0.000613,13.74520016,0.001141,13.45899963,0.001547,13.407,0.053,12.73,0.058,12.517,0.073,11.34,0.023,11.3,0.022
UGC 07020,0.020462,2019uo,Ibn,27.21946584,0,---,---,15.141,0.008,15.15690041,0.001609,14.36909962,0.001,13.69709969,0.000733,13.39019966,0.001033,13.05700016,0.00152,13.897,0.04,13.504,0.047,13.212,0.055,11.887,0.024,11.89,0.023
MCG -02-22-024,0.014223,2019uoo,Ia,8.093858028,0.277,18.1431,0.0412,---,---,14.56999969,0.00077,13.81669998,0.000473,13.44239998,0.000239,13.17940044,0.000656,12.91450024,0.000948,13.04,0.094,12.217,0.118,11.458,0.061,10.369,0.021,10.1,0.021
SDSS J142907.76+272646.0,0.014343,2019upq,II,15.5,0,18.0386,0.0634,17.995,0.046,17.58110046,0.007679,16.9253006,0.006557,16.62000084,0.005776,16.45089912,0.007887,20.18479919,0.076442003,---,---,---,---,---,---,15.252,0.035,15.014,0.061
NGC 0109,0.018583,2019upw,Ia,15.37798193,0.101,18.9299,0.087,16.137,0.013,14.21529961,0.000742,13.44740009,0.000462,13.08399963,0.000423,12.89659977,0.000722,12.59659958,0.001337,13.209,0.043,12.722,0.058,12.375,0.056,11.308,0.023,11.402,0.021
UGC 00548,0.022029,2019ust,II,18.9,0.153,17.0422,0.0413,15.964,0.012,14.81669998,0.001387,12.2507,0.000162,12.66819954,0.00049,12.75599957,0.000758,16.73679924,0.003803,14.725,0.081,14.173,0.098,14.003,0.098,12.349,0.024,12.375,0.024
UNC J112013.92-225616.8,---,2019uus,IIL,1.65,0.177,---,---,---,---,21.31030083,0.07604,21.00200081,0.052623,20.61980057,0.034279998,20.70879936,0.080412,20.70639992,0.155936003,---,---,---,---,---,---,---,---,---,---
UGC 08577,0.008803,2019va,IIP,23.79755755,0,17.5932,0.0468,17.561,0.027,17.78730011,0.007232,16.09989929,0.003267,15.72060013,0.002325,15.57299995,0.003606,15.54829979,0.008114,---,---,---,---,---,---,14.963,0.035,14.873,0.06
IC 0325,0.038909,2019vin,Ia,6.6,0.113,17.761,0.0388,16.507,0.015,14.94099998,0.001591,14.27900028,0.000859,13.93939972,0.000865,13.75580025,0.001413,13.65509987,0.002666,14.303,0.078,13.648,0.102,13.221,0.07,12.194,0.023,12.162,0.023
NGC 3514,0.012872,2019vju,Ia,14.87512345,0.129,15.6176,0.02,15.158,0.007,14.00520039,0.000903,16.67329979,0.003355,13.02320004,0.000495,13.05809975,0.00098,12.93550014,0.001935,15.032,0.151,14.293,0.184,14.051,0.144,12.093,0.022,12.055,0.023
NGC 4263,0.01391,2019voo,Ia,4.893751704,0.061,15.9458,0.0124,---,---,13.66959953,0.000592,13.0539999,0.000471,12.74199963,0.000499,14.48630047,0.002309,15.06229973,0.002789,14.069,0.113,13.387,0.149,12.736,0.076,11.099,0.022,10.761,0.021
2MASX J13321828+0756269,0.023613,2019vqm,Ia,1.4,0,20.7451,0.2642,18.547,0.037,17.15979958,0.005279,16.53949928,0.004354,16.09989929,0.002969,15.85610008,0.004421,15.66870022,0.007036,16.045,0.162,15.204,0.186,13.806,---,13.916,0.032,13.763,0.042
WISEA J085220.67-201725.4,'---,2019vrd,Ia,24.96,0.621,---,---,---,---,25.25600052,1.163830042,25.02869987,1.027400017,22.34199905,0.118364997,21.90320015,0.196885005,21.28479958,0.208513007,13.698,0.073,12.95,0.094,12.44,0.053,17.201,0.12,17.055,---
CGCG 037-118,0.03297,2019vro,Ia,6.69743194,0.017,---,---,18.394,0.032,16.33790016,0.002941,15.52320004,0.001843,15.06630039,0.000992,14.81070042,0.001771,14.60280037,0.003482,15.057,0.127,14.007,0.129,13.666,0.102,12.445,0.023,12.336,0.025
IC 2995,0.006102,2019vsa,Ia,16.97615505,0.337,---,---,---,---,10.66689968,0.000057,18.1651001,0.00444,14.61629963,0.001068,17.25180054,0.003514,16.98929977,0.004851,15.551,0.252,14.868,0.263,13.044,---,11.969,0.024,11.973,0.024
WISEA J134555.11+230348.7,0.027886,2019vsi,Ib,6.3,0,18.3336,0.0645,16.847,0.019,15.72679996,0.002113,15.22830009,0.001131,14.88879967,0.00135,14.73359966,0.001935,14.64070034,0.00407,16.243,0.106,15.785,0.168,15.57,0.237,13.121,0.023,12.99,0.026
NGC 2308,0.019517,2019vsq,II,26.06077791,0.389,---,---,---,---,14.0067997,0.000833,13.10319996,0.000471,12.66609955,0.000291,12.49020004,0.000455,12.14830017,0.000791,12.921,0.088,12.198,0.092,12.089,0.088,10.462,0.022,10.596,0.02
WISEA J020157.71+444832.1,'---,2019vsr,II,1.6,0.393,18.4251,0.0676,---,---,16.89240074,0.00382,16.56469917,0.003333,16.55750084,0.002547,16.3864994,0.005567,16.19000053,0.01115,---,---,---,---,---,---,14.596,0.03,14.389,0.045
MCG +10-20-065,0.032084,2019vu,Ia,11.47201982,0,18.1049,0.0397,17.755,0.028,16.84760094,0.004483,16.54560089,0.004649,16.3348999,0.004311,16.39049911,0.00709,16.45680046,0.014377,---,---,---,---,---,---,15.329,0.034,15.123,0.061
WISEA J094007.34+720346.7,'---,2019vus,II,3.66,0.061,21.0552,0.2117,---,---,20.07430077,0.036453001,19.23920059,0.025381999,19.12800026,0.018293001,19.46859932,0.038814001,19.35510063,0.091219999,---,---,---,---,---,---,17.395,0.133,16.752,0.259
