HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
NGC 2805,0.005779,ASASSN-19pn,II,138.4,0.161,---,---,15.253,0.01,13.51410007,0.000536,14.53520012,0.001738,15.4385004,0.001549,13.33580017,0.001421,13.50430012,0.003164,11.629,0.024,11.053,0.029,10.8,0.038,12.467,0.024,12.476,0.025
IC 4397,0.014744,ASASSN-19pt,II,34.08,0,15.518,0.0187,14.615,0.005,13.65909958,0.000568,13.38319969,0.000603,12.94970036,0.000427,12.84829998,0.000623,12.90480042,0.001532,11.705,0.024,11.059,0.031,10.751,0.044,11.378,0.022,11.209,0.02
2MASX J10594188+1049591,0.034568,ASASSN-19qg,Ia,4,0.009,19.165,0.0718,17.166,0.017,15.61509991,0.001985,14.9126997,0.001089,14.58469963,0.001022,14.35789967,0.001319,14.1498003,0.002721,13.108,0.052,12.404,0.06,12.043,0.088,12.315,0.024,12.335,0.024
2MASX J11521276-3424422,0.04344,ASASSN-19qm,Unk,10.54,0.405,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.968,0.066,13.234,0.064,12.981,0.102,13.559,0.031,13.47,0.035
HIZOA J1212-59,0.017362,ASASSN-19qo,Unk,78.2,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
TOLOLO 00091,0.013756,ASASSN-19qr,Ia,7.56,0.437,18.0601,0.0476,---,---,---,---,---,---,---,---,---,---,---,---,14.492,0.083,13.949,0.101,13.664,0.147,13.438,0.024,13.271,0.027
2MASX J09474025-1411112,0.031903,ASASSN-19qt,Unk,1.8,0.225,17.6599,0.0471,---,---,15.82209969,0.002281,15.36800003,0.001906,15.15979958,0.001839,15.01099968,0.002502,14.91380024,0.006356,14.379,0.069,13.806,0.079,13.591,0.13,13.411,0.025,13.299,0.031
2MASS J22131812-6828370,---,ASASSN-19qu,Unk,4.71,0.021,19.4786,0.0954,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.719,0.03,14.631,0.051
ESO 375-G 070,0.012826,ASASSN-19qw,Ia,15.18,0.309,16.5626,0.0202,---,---,---,---,---,---,---,---,---,---,---,---,13.514,0.061,12.92,0.08,12.654,0.123,13.065,0.026,13.024,0.028
2MASS J03175281-0718048,0.017074,ASASSN-19qx,II,7.24,0.149,---,---,---,---,15.50020027,0.001997,13.03639984,0.000293,13.01609993,0.000335,16.03980064,0.002655,16.06270027,0.007842,---,---,---,---,---,---,---,---,---,---
2MASX J12133085-4239232,0.016215,ASASSN-19rf,Unk,14.67,0.589,20.9737,0.2996,---,---,---,---,---,---,---,---,---,---,---,---,12.342,0.032,11.628,0.041,11.383,0.063,11.56,0.023,11.601,0.022
2MASX J04585777-2206038,---,ASASSN-19ro,Unk,3.23,0.013,19.9082,0.1061,---,---,17.39489937,0.004193,16.88190079,0.003668,16.65369987,0.002514,16.49440002,0.004855,16.44319916,0.008965,15.218,0.123,---,---,13.977,0.169,14.251,0.027,14.057,0.036
2MASX J13335542+2933255,0.036822,ASASSN-19rv,Ia,0.25,0.029,21.8202,0.3877,18.451,0.028,16.80590057,0.002336,16.17910004,0.001633,15.79469967,0.001585,15.58930016,0.002216,15.46080017,0.004059,14.51,0.055,13.844,0.062,13.473,0.07,13.425,0.024,13.352,0.03
MRK 0784,0.027279,ASASSN-19sb,Ic,0.29,0.022,---,---,16.669,0.01,15.18959999,0.001032,14.54800034,0.000857,14.2784996,0.000674,14.07429981,0.000975,13.83500004,0.00157,12.761,0.029,11.996,0.04,11.698,0.049,11.468,0.022,11.348,0.021
SDSS J143502.16+144639.5,0.04168,ASASSN-19sf,Ibn,7.28,0,19.5167,0.0877,18.977,0.049,18.03160095,0.009792,17.6487999,0.009436,17.46789932,0.007526,17.4246006,0.013637,17.95529938,0.033193,---,---,---,---,---,---,15.812,0.042,15.61,0.102
CGCG 137-076,0.016087,ASASSN-19sj,II,0.4,0.125,17.5147,0.0259,16.09,0.008,15.40470028,0.001476,14.8512001,0.000905,14.57369995,0.000898,14.42080021,0.001614,14.28479958,0.002727,13.422,0.042,12.731,0.053,12.555,0.075,12.451,0.023,12.303,0.022
CGCG 274-031,0.036919,ASASSN-19sv,Ia,5.74,0.029,17.4964,0.0351,16.025,0.009,14.66959953,0.000972,14.06389999,0.000722,13.73279953,0.000634,13.53530025,0.000831,13.31750011,0.001716,12.268,0.025,11.535,0.035,11.212,0.042,11.508,0.023,11.433,0.021
2MASX J21052915-5210389,0.048957,ASASSN-19sx,Unk,0.48,0.033,18.3369,0.041,---,---,---,---,---,---,---,---,---,---,---,---,13.696,0.044,13.035,0.062,12.589,0.066,12.403,0.022,12.191,0.022
2MASX J05340703-2936335,0.036312,ASASSN-19sy,Ia-91T,6.27,0,---,---,---,---,15.52740002,0.001378,14.72459984,0.001015,14.3295002,0.000751,14.06639957,0.001675,13.94569969,0.002903,12.793,0.03,12.087,0.033,11.769,0.065,11.781,0.023,11.824,0.021
2MASX J22523075-4641446,0.051135,ASASSN-19tc,Ia,5.52,0,18.5878,0.0484,---,---,---,---,---,---,---,---,---,---,---,---,12.709,0.032,12.009,0.042,11.637,0.06,11.61,0.022,11.511,0.021
2MASX J20320857-5912013,0.060502,ASASSN-19to,Ia,6.72,0.149,19.2674,0.1089,---,---,---,---,---,---,---,---,---,---,---,---,13.501,0.061,12.566,0.063,12.182,0.08,12.279,0.023,12.025,0.022
VV 525,0.007035,ASASSN-19tr,Iax,45.13,0.029,15.969,0.0144,24.875,1.069,23.44020081,0.264824003,19.99230003,0.009528,22.56809998,0.193775997,23.45089912,0.645274997,16.02129936,0.009727,---,---,---,---,---,---,14.687,0.032,14.587,0.051
2MASX J02120459-2544404,0.056336,ASASSN-19tt,Ia,0.72,0,20.7591,0.2085,---,---,15.62790012,0.00219,14.84210014,0.001693,14.5649004,0.001372,14.34379959,0.001763,14.15390015,0.00273,13.186,0.043,12.556,0.062,12.031,0.08,12.248,0.023,12.255,0.022
AM 0105-420 NED02,0.023947,ASASSN-19tx,II,7.63,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.052,0.036,14.894,0.062
2MASX J21452513-6200240,0.063197,ASASSN-19ub,Ia,0.58,0.025,21.0467,0.2361,---,---,---,---,---,---,---,---,---,---,---,---,13.12,0.044,12.415,0.059,12.058,0.082,12.347,0.023,12.323,0.023
GALEXASC J232130.77-613657.8,---,ASASSN-19ui,Ia,1.21,0,18.8842,0.0645,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.673,0.03,14.479,0.047
APMUKS(BJ) B031141.45-650647.3,---,ASASSN-19uj,II,4.64,0.057,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.705,0.036,15.452,0.065
2MASX J23065255-3750566,0.060442,ASASSN-19uk,Ia,3.94,unk,19.7665,0.0935,---,---,---,---,---,---,---,---,---,---,---,---,13.624,0.048,12.959,0.056,12.654,0.081,12.971,0.031,12.959,0.037
2MASX J17371018-8411071,0.047165,ASASSN-19ul,Unk,10.64,0.257,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.784,0.065,13,0.082,12.643,0.102,12.702,0.024,12.555,0.023
2MASX J16131301+1748283,0.037125,ASASSN-19uo,Ia,6.48,0.097,21.2696,0.2168,17.658,0.016,15.69489956,0.001106,14.82209969,0.000787,14.39050007,0.000557,14.1026001,0.000996,13.82750034,0.001761,12.696,0.023,11.96,0.033,11.647,0.046,11.637,0.022,11.685,0.021
2MASX J23511587-3742412,0.050648,ASASSN-19up,Ia,1.05,unk,20.8602,0.1395,---,---,---,---,---,---,---,---,---,---,---,---,14.073,0.052,13.345,0.06,12.916,0.069,13.114,0.039,13.045,0.043
UGC 02105,0.016371,ASASSN-19vg,Unk,1.27,0.189,17.3894,0.0444,---,---,15.42660046,0.000887,13.38020039,0.000405,13.08670044,0.000319,12.76480007,0.000677,12.52369976,0.001044,11.282,0.015,10.536,0.022,10.207,0.028,10.362,0.023,10.036,0.021
IC 1783,0.011168,ASASSN-19vh,Iax,6.2,unk,15.3863,0.011,---,---,---,---,---,---,---,---,---,---,---,---,10.519,0.016,9.866,0.025,9.57,0.029,10.327,0.022,10.207,0.02
2MASS J14384754-4202410,---,ASASSN-19vi,Unk,22.6,0.277,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.996,0.037,15.021,0.073
WISEA J134442.13-295419.8,'---,ASASSN-19vj,Ia,5.6,0.193,21.41,0.3257,---,---,18.94869995,0.008695,18.82629967,0.010893,18.88430023,0.012387,18.94599915,0.019416001,18.86700058,0.050113998,---,---,---,---,---,---,16.807,0.09,16.648,---
FAIRALL 0056,0.036232,ASASSN-19vk,Ia,1.09,0.169,20.4026,0.2272,---,---,---,---,---,---,---,---,---,---,---,---,12.128,0.028,11.417,0.043,11.124,0.05,11.298,0.022,11.322,0.021
FAIRALL 0368,0.042029,ASASSN-19vo,Ia-91T,14.76,unk,20.687,0.3489,---,---,---,---,---,---,---,---,---,---,---,---,13.032,0.045,12.382,0.062,12.009,0.072,12.303,0.023,12.324,0.024
SDSS J150132.77+490633.3,---,ASASSN-19vp,Ia,7.01,0.013,---,---,21.754,0.141,16.15979958,0.001831,15.83549976,0.001507,19.96139908,0.01195,19.8355999,0.018928001,20.22260094,0.074764997,---,---,---,---,---,---,---,---,---,---
MCG +01-10-002,0.032289,ASASSN-19vq,Ia,1.04,0.657,19.4006,0.1717,17.142,0.027,15.98499966,0.002792,17.26919937,0.002472,14.39859962,0.001345,14.21780014,0.00165,13.98169994,0.002891,12.871,0.046,12.125,0.055,11.768,0.083,12.524,0.024,12.509,0.026
GALEXASC J190549.75-543254.4,---,ASASSN-19we,Unk,2.87,0.301,19.8052,0.1262,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.71,0.046,15.506,0.108
VII Zw 923,0.053291,ASASSN-19wf,Ia,0.34,0.465,---,---,18.076,0.022,16.06599998,0.001729,15.28740025,0.001022,14.80720043,0.00062,14.51599979,0.001679,14.36919975,0.003853,13.043,0.042,12.323,0.054,12.016,0.075,12.139,0.023,12.168,0.021
2MASX J03224607-5413381,0.066841,ASASSN-19xa,Unk,1.84,0,19.1327,0.0931,---,---,---,---,---,---,---,---,---,---,---,---,13.924,0.063,13.088,0.069,12.685,0.086,12.693,0.023,12.375,0.023
GALEXASC J023858.68-532054.6,---,ASASSN-19xb,Ia,5.26,0.093,19.0088,0.0681,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.624,0.029,14.446,0.04
2MASX J21090333-4235508,0.062793,ASASSN-19xc,Unk,0.11,0.057,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.321,0.038,12.594,0.049,12.263,0.067,12.409,0.023,12.388,0.024
ESO 206-G 021,0.037513,ASASSN-19xg,Ia,12.87,0.153,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.744,0.028,11.023,0.032,10.709,0.051,11.279,0.022,11.307,0.02
2MASX J00004176-6135434,---,ASASSN-19xj,Unk,0.52,0,20.2569,0.1151,---,---,---,---,---,---,---,---,---,---,---,---,15.215,0.104,14.825,0.191,14.143,0.152,14.422,0.027,14.373,0.04
2MASX J07120867-4923063,0.043303,ASASSN-19xl,Ia,0.87,0.305,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.666,0.09,14.193,0.11,13.649,0.13,14.006,0.031,13.837,0.034
GALEXASC J234629.25-730004.4,---,ASASSN-19xp,Unk,0.16,0.093,22.7685,0.317,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2MASX J06281076-4908540,0.045521,ASASSN-19xt,Ia,4.17,0.161,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.712,0.048,12.989,0.056,12.734,0.079,12.648,0.023,12.656,0.023
NGC 6122,0.033468,ASASSN-19xu,Unk,0.14,0,20.5749,0.1497,17.19,0.015,15.1505003,0.001488,14.23760033,0.000582,13.80430031,0.000413,13.40299988,0.000611,13.10490036,0.001068,11.792,0.02,10.987,0.023,10.662,0.034,10.789,0.022,10.887,0.02
KUG 0415+087,0.032229,ASASSN-19xv,Ia,1.67,0.857,---,---,---,---,16.60860062,0.003012,15.96640015,0.002025,15.64869976,0.002501,15.38000011,0.00277,15.14260006,0.005752,14.219,0.071,13.444,0.085,13.093,0.094,13.197,0.025,13.074,0.029
2MASX J19451202-5520269,0.01494,ASASSN-19yi,Unk,0.2,0.153,20.5427,0.1606,---,---,---,---,---,---,---,---,---,---,---,---,12.324,0.029,11.614,0.036,11.332,0.052,11.678,0.022,11.737,0.022
2MASS J02185760-6623310,---,ASASSN-19yk,Ic,1.66,0.033,18.1959,0.0366,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.164,0.025,13.979,0.033
NGC 2205,0.027969,ASASSN-19yl,Unk,0.77,0.145,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.736,0.018,10.055,0.025,9.752,0.035,10.279,0.021,10.302,0.019
2MASX J06370231-4409318,0.016992,ASASSN-19yo,Unk,0.22,0.181,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.05,0.044,12.358,0.054,12.098,0.069,11.882,0.022,11.821,0.021
ESO 432-IG 006,0.016165,ASASSN-19yx,Ia,21.62,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
WISEA J000119.11-431803.6,0.050466,ASASSN-19ze,Ia,0.26,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.722,0.057,14.013,0.067,13.852,0.114,13.654,0.026,13.652,0.031
WISEA J030250.18-605212.7,---,ASASSN-19zh,Ia,4.24,0,19.2479,0.101,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.912,0.029,14.79,0.045
WISEA J234923.93-452908.9,0.068599,ASASSN-19zr,Unk,0.81,unk,20.0964,0.1059,---,---,---,---,---,---,---,---,---,---,---,---,14.153,0.046,13.503,0.051,13.082,0.075,12.861,0.024,12.482,0.024
WISEA J203641.28-380730.7,0.024831,ASASSN-19zs,Unk,0.28,0.093,18.7205,0.0545,---,---,---,---,---,---,---,---,---,---,---,---,13.424,0.033,12.705,0.042,12.333,0.052,11.979,0.023,11.783,0.022
WISEA J061707.23-624005.4,---,ASASSN-19zt,Unk,3.48,unk,18.6013,0.0591,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.696,0.045,14.479,0.05
WISEA J033451.06-024948.3,0.046825,ASASSN-19zu,Ia,0.13,0.105,21.2506,0.2436,---,---,15.91870022,0.001967,15.20390034,0.000861,14.81449986,0.000796,14.56770039,0.001368,14.35830021,0.00241,13.285,0.038,12.591,0.045,12.19,0.072,12.533,0.023,12.528,0.025
IC 5173B,0.010621,ASASSN-19zv,Ia,33.81,0.013,17.2607,0.0329,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.481,0.029,14.357,0.043
AM 0114-284 NED03,0.036655,ASASSN-19zw,Ia-91T,4.66,0.091,18.6233,0.0634,---,---,15.61810017,0.001362,15.07999992,0.00179,14.79699993,0.00073,14.63679981,0.001529,14.45769978,0.003066,13.371,0.034,12.646,0.043,12.246,0.065,12.086,0.022,11.939,0.021
NGC 5333,0.00918,ASASSN-20ag,Ia,0.3,0.701,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.406,0.012,8.688,0.014,8.428,0.019,9.021,0.023,9.027,0.019
WISEA J005547.91-512550.5,---,ASASSN-20ah,Ia,1.47,unk,22.3004,0.3282,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.851,0.072,17.331,0.379
WISEA J005446.43-513036.9,0.024934,ASASSN-20ao,Unk,3.45,unk,19.2128,0.0665,---,---,---,---,---,---,---,---,---,---,---,---,12.608,0.025,11.846,0.03,11.469,0.044,11.365,0.023,11.191,0.02
IC 3900,0.02365,ASASSN-20aq,Ia,0.87,0.018,---,---,16.345,0.008,14.50010014,0.000807,13.80679989,0.000414,13.42520046,0.000353,13.18879986,0.00044,12.95709991,0.000773,11.851,0.02,11.099,0.028,10.856,0.038,11.029,0.021,11.113,0.02
 WISEA J115831.49-204155.9,---,ASASSN-20ar,II,2.76,unk,---,---,---,---,18.91399956,0.018019,18.6602993,0.017115001,18.66580009,0.018501,18.66589928,0.027414,18.88809967,0.047079001,---,---,---,---,---,---,16.437,0.075,16.046,0.188
IC 0727,0.019707,ASASSN-20as,Ia-91bg,0.49,0.106,---,---,16.614,0.014,14.98760033,0.001276,14.12450027,0.000829,13.61019993,0.000506,13.35000038,0.000795,13.01889992,0.001313,11.719,0.028,10.95,0.03,10.653,0.054,10.996,0.021,11.092,0.021
WISEA J050115.92-140124.3,0.024467,ASASSN-20bl,Ibn,4.35,0.173,---,---,---,---,17.45199966,0.004253,14.82139969,0.001182,14.52499962,0.000948,14.37419987,0.001999,14.23859978,0.003753,13.062,0.042,12.408,0.05,12.077,0.069,12.394,0.024,12.293,0.023
ESO 220-G 019,0.013231,ASASSN-20bm,II,45.53,0.789,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.862,0.109,14.302,0.148,14.381,0.246,---,---,---,---
ESO 036-G 015,0.038473,ASASSN-20bn,Unk,5.6,0.429,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.385,0.036,11.63,0.046,11.288,0.065,11.329,0.022,11.263,0.02
WISEA J061838.77-574009.4,0.040074,ASASSN-20bo,Unk,11.06,0.157,18.7325,0.0836,---,---,---,---,---,---,---,---,---,---,---,---,14.704,0.105,13.97,0.121,13.73,0.159,14.128,0.027,13.985,0.033
UGC 09379,0.025201,ASASSN-20bs,Ic-BL,18.6,0.029,16.6503,0.0283,16.481,0.017,15.3739996,0.001762,15.16289997,0.001547,14.86610031,0.001347,14.48659992,0.002284,14.36740017,0.004136,13.789,0.056,13.139,0.07,12.786,0.1,13.316,0.025,13.229,0.028
2MASS J16345923+3612274,0.060491,ASASSN-20bu,II,1,0.017,---,---,19.432,0.071,17.91270065,0.007018,17.37789917,0.004838,17.03160095,0.003541,16.87039948,0.007069,16.76580048,0.012033,---,---,---,---,---,---,14.901,0.034,14.75,0.057
WISEA J021239.88-401350.5,0.037533,ASASSN-20bx,Unk,0.17,unk,20.8492,0.2228,---,---,---,---,---,---,---,---,---,---,---,---,14.351,0.056,13.662,0.059,13.364,0.08,13.342,0.024,13.364,0.029
WISEA J060658.80-490023.1,---,ASASSN-20bz,Ibn,3.5,0.121,19.0716,0.0989,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.055,0.03,14.892,0.046
WISEA J135312.42-402144.0,---,ASASSN-20cj,Ia,8.02,0.153,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.319,0.028,14.18,0.042
WISEA J020110.33-331231.8,0.035555,ASASSN-20cq,Unk,2.63,unk,16.1327,0.0166,---,---,---,---,---,---,---,---,---,---,---,---,12.221,0.04,11.563,0.063,11.332,0.096,12.24,0.023,12.199,0.023
NGC 2674,0.017706,ASASSN-20dk,Ia,1.46,0.165,19.2591,0.0796,---,---,15.00450039,0.001564,14.31700039,0.001132,13.86950016,0.000423,13.6651001,0.001113,13.94859982,0.003427,12.324,0.025,11.63,0.03,11.384,0.058,11.58,0.023,11.644,0.023
WISEA J140717.48-050726.1,0.036188,ASASSN-20dl,IIP,15.91,0.013,17.6058,0.0276,---,---,16.08849907,0.002919,15.86730003,0.003595,15.61019993,0.002197,15.41329956,0.003464,15.30109978,0.005741,15.256,0.109,14.619,0.134,14.375,0.218,14.268,0.028,14.101,0.043
WISEA J133629.46+473426.1,0.0622,ASASSN-20dn,Ic,0.4,0.017,20.3991,0.1865,18.588,0.024,16.92580032,0.003446,16.19000053,0.002116,15.81019974,0.002083,15.54319954,0.002151,15.33530045,0.004663,14.31,0.057,13.672,0.069,13.108,0.08,13.068,0.024,12.976,0.024
2MASX J11193797+3006422,0.023438,ASASSN-20ed,II,0.66,0.013,19.1378,0.0522,17.881,0.016,16.69079971,0.002233,16.17420006,0.001846,15.90600014,0.001572,15.77659988,0.002308,15.57789993,0.00392,14.611,0.055,14.028,0.076,13.615,0.085,13.87,0.047,13.705,0.056
WISEA J001239.27-271530.7,0.026557,ASASSN-20ep,Unk,1.12,0.041,20.7259,0.2021,---,---,18.50020027,0.009494,18.04089928,0.009349,17.76320076,0.007382,17.70660019,0.011361,17.71789932,0.023597,---,---,---,---,---,---,15.834,0.05,15.477,0.103
ESO 203-G 002,0.018076,ASASSN-20es,Unk,11.48,0,16.5563,0.0279,---,---,---,---,---,---,---,---,---,---,---,---,12.471,0.05,11.881,0.07,11.611,0.104,12.763,0.024,12.693,0.024
ESO 024-IG 015 NED01,0.0045,ASASSN-20fh,Unk,0.95,0.649,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.988,0.038,12.278,0.058,11.931,0.063,11.822,0.022,11.551,0.021
WISEA J214025.48-141512.9,0.060765,ASASSN-20fo,Unk,1.12,0.165,---,---,---,---,17.75399971,0.004712,16.92490005,0.002472,16.50099945,0.001724,16.28170013,0.003441,16.15279961,0.006877,14.824,0.112,14.385,0.179,13.722,0.159,13.94,0.027,13.895,0.041
MRK 0344,0.024867,ASASSN-20fp,Unk,0.51,0.033,19.7011,0.1259,16.673,0.011,15.03369999,0.000985,14.39890003,0.000714,14.04880047,0.000569,13.84420013,0.001017,13.61289978,0.001961,12.487,0.03,11.803,0.032,11.444,0.063,11.473,0.023,10.89,0.02
NGC 0567,0.023323,ASASSN-20fu,Unk,0.48,0.147,19.5817,0.1312,16.513,0.012,14.60309982,0.000719,13.79430008,0.000474,13.42000008,0.000329,13.09679985,0.000496,12.80249977,0.000929,11.671,0.02,10.974,0.03,10.678,0.043,10.988,0.022,11.065,0.022
NGC 7140,0.009947,ASASSN-20fv,II,28.28,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.167,0.022,9.537,0.032,9.227,0.041,10.497,0.022,10.377,0.021
IC 2759,0.025681,ASASSN-20gb,Ia,0.69,0,20.4047,0.2032,17.039,0.013,15.08199978,0.001688,14.3973999,0.000936,13.98060036,0.000677,13.66930008,0.000836,13.48260021,0.001645,12.278,0.028,11.504,0.032,11.251,0.052,11.31,0.022,11.38,0.021
WISEA J034824.52-264308.7,---,ASASSN-20gq,Unk,0.96,0,20.7654,0.1584,---,---,19.21159935,0.014955,18.8465004,0.014711,18.64069939,0.014166,18.55850029,0.019351,18.6128006,0.04022,---,---,---,---,---,---,16.681,0.067,16.601,0.197
WISEA J090726.56-162911.5,---,ASASSN-20gv,Unk,0.84,0.265,---,---,---,---,16.5897007,0.003162,16.27129936,0.002665,16.12779999,0.003412,16.09950066,0.006096,15.83969975,0.009686,---,---,---,---,---,---,14.365,0.029,14.283,0.044
WISEA J015500.83-044103.4,---,ASASSN-20gw,Unk,0.69,0.022,18.4344,0.0285,17.681,0.015,17.09639931,0.002825,16.61639977,0.001932,16.37540054,0.001473,16.36980057,0.003144,16.11599922,0.008864,14.988,0.078,14.543,0.124,14.094,0.151,13.991,0.033,13.843,0.043
NGC 3250E,0.00935,ASASSN-20hd,Unk,27.81,0.449,14.6661,0.0099,---,---,---,---,---,---,---,---,---,---,---,---,11.46,0.036,10.839,0.053,10.602,0.075,11.53,0.023,11.397,0.021
WISEA J022426.05-514453.8,---,ASASSN-20he,Unk,2.7,0.049,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.375,0.036,15.23,0.072
WISEA J095106.55-002425.8,---,ASASSN-20hg,Unk,1.1,0.105,22.5202,0.3569,20.537,0.099,19.60460091,0.017812001,19.08799934,0.016140999,18.91139984,0.016701,18.71030045,0.021933001,18.86910057,0.053800002,---,---,---,---,---,---,16.882,0.114,16.706,0.36
NGC 3492,0.036272,ASASSN-20hh,Unk,4.68,0.017,---,---,17.017,0.015,---,---,---,---,---,---,---,---,---,---,11.157,0.025,10.491,0.035,10.173,0.046,11.256,0.023,11.27,0.023
WISEA J180822.35+170309.5,'---,ASASSN-20hk,Unk,3.1,0.609,18.4068,0.0624,---,---,17.03000069,0.003716,16.66390038,0.003026,16.4734993,0.002614,16.28359985,0.005477,16.29170036,0.009498,16.073,0.132,14.907,,14.584,,14.308,0.035,13.958,0.037
NGC 0808,0.016558,ASASSN-20ho,IIn,11.58,0,16.5528,0.015,---,---,15.18879986,0.001342,13.38580036,0.000508,12.92549992,0.00033,12.70100021,0.000558,12.45049953,0.001158,11.299,0.019,10.55,0.03,10.206,0.032,10.432,0.023,10.159,0.02
NGC 6297,0.016707,ASASSN-20hx,Unk,0.19,0.009,18.8909,0.073,15.772,0.006,14.15120029,0.000688,13.51299953,0.000436,13.14599991,0.000354,12.9364996,0.00059,12.7823,0.001304,11.601,0.019,10.913,0.029,10.668,0.038,10.949,0.022,11.015,0.02
ESO 486-G 017,0.015841,ASASSN-20il,Unk,0.81,0.013,19.4584,0.0728,---,---,14.65890026,0.000769,13.86870003,0.000484,13.55290031,0.000386,13.24870014,0.000486,13.08510017,0.000957,11.638,0.021,10.915,0.026,10.658,0.044,10.829,0.022,10.878,0.02
IC 4830,0.014637,ASASSN-20im,II,33.17,0.197,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.108,0.022,9.421,0.027,9.133,0.036,10.603,0.023,10.45,0.021
WISEA J221947.45-563746.2,---,ASASSN-20in,Unk,8.08,0,18.321,0.0312,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.785,0.031,14.591,0.054
ESO 171-G 001,0.022305,ASASSN-20io,Unk,20.94,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.245,0.05,11.418,0.053,11.142,0.086,12.165,0.03,12.012,0.03
GALEXASC J214805.10-350023.4,---,ASASSN-20iu,Unk,6.27,0,21.3158,0.2249,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
ESO 087-G 001,0.036699,ASASSN-20iw,Unk,9.33,0.141,18.7629,0.0618,---,---,---,---,---,---,---,---,---,---,---,---,12.278,0.034,11.547,0.043,11.089,0.065,11.347,0.022,11.133,0.02
WISEA J001326.15-280159.3,0.026095,ASASSN-20jb,Ia,0.72,0,19.5325,0.0611,---,---,15.25030041,0.000946,14.69939995,0.00058,14.39649963,0.000513,14.25790024,0.001209,14.02070045,0.00172,---,---,---,---,---,---,11.957,0.023,11.981,0.023
IC 2029,0.033517,ASASSN-20je,Unk,1.46,0,18.2145,0.0521,---,---,---,---,---,---,---,---,---,---,---,---,13.283,0.048,12.647,0.07,12.263,0.084,12.518,0.023,12.581,0.022
WISEA J000527.90-285238.1,0.0621,ASASSN-20jf,Unk,0.62,0.075,---,---,---,---,16.47439957,0.002478,15.81040001,0.001591,15.40880013,0.001253,15.21319962,0.002142,14.98449993,0.003931,13.92,0.047,13.098,0.058,12.375,0.057,11.517,0.024,10.556,0.021
WISEA J034356.16-203146.4,0.040498,ASASSN-20jj,Ia,6.37,0.105,21.1317,0.4442,---,---,16.26659966,0.001826,15.48120022,0.001073,15.10610008,0.001029,14.90530014,0.001429,14.67650032,0.003405,13.577,0.041,12.896,0.048,12.594,0.076,12.756,0.032,12.773,0.034
NGC 5002,0.003523,ASASSN-20jq,Ia,18.52,0,15.5884,0.0202,20.046,0.05,---,---,---,---,---,---,---,---,---,---,14.027,0.058,13.497,0.083,13.449,0.11,13.883,0.028,13.8,0.035
